"u","v","w","vel_mag","f00","f01","f02","f03","f04","f05","f06","f07","f08","f09","f10","f11","f12","f13","f14","f15","f16","f17","f18","rho","press","fluid","ThID","Points:0","Points:1","Points:2"
0.55827,0.55682,-0.002279,0.78849,0.65346,3.5364,-0.2176,3.4922,-0.22324,0.11317,0.42344,5.039,1.2741,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7471,-0.11053,1.6425,-0.12848,26.69,8.8965,1,1,0.37931,0.24138,0.37931
0.55827,0.55682,-0.002279,0.78849,0.65346,3.5364,-0.2176,3.4922,-0.22324,0.11317,0.42344,5.039,1.2741,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7471,-0.11053,1.6425,-0.12848,26.69,8.8965,1,1,0.41379,0.24138,0.37931
0.55827,0.55682,-0.002279,0.78849,0.65346,3.5364,-0.2176,3.4922,-0.22324,0.11317,0.42344,5.039,1.2741,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7471,-0.11053,1.6425,-0.12848,26.69,8.8965,1,1,0.44828,0.24138,0.37931
0.55827,0.55682,-0.002279,0.78849,0.65346,3.5364,-0.2176,3.4922,-0.22324,0.11317,0.42344,5.039,1.2741,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7471,-0.11053,1.6425,-0.12848,26.69,8.8965,1,1,0.48276,0.24138,0.37931
0.55827,0.55682,-0.002279,0.78849,0.65346,3.5364,-0.2176,3.4922,-0.22324,0.11317,0.42344,5.039,1.2741,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7471,-0.11053,1.6425,-0.12848,26.69,8.8965,1,1,0.51724,0.24138,0.37931
0.034447,0.14413,-0.052493,0.15721,1.2823,0.33727,-0.037372,0.41134,0.10688,0.26352,0.24315,0.14326,0.17339,0.14326,0.17339,-0.094628,0.086515,0.14265,0.13489,0.26574,0.051378,0.19909,0.067634,4.0936,1.3645,1,1,0.034483,0.27586,0.37931
-0,0,0,0,1.3159,0.21208,0.21208,0.21932,0.21932,0.37244,0.25132,0.085229,0.085229,0.085229,0.085229,-0.020689,0.097436,0.21856,0.10044,0.18622,0.18622,0.12566,0.12566,4.1629,1.3876,1,1,0,0.27586,0.37931
0.19364,0.33231,-0.019629,0.38512,1.7404,0.35103,0.25433,0.92097,0.081588,0.16521,0.25037,0.37209,-0.003851,0.37209,-0.003851,0.25921,0.16638,0.25498,0.072945,0.15712,0.053552,0.28511,0.051954,5.8016,1.9339,1,1,0.068966,0.27586,0.37931
0.34174,0.44568,-0.002173,0.56163,2.2844,0.81786,0.25639,1.0836,0.12047,0.34829,0.26861,0.98267,-0.07628,0.98267,-0.07628,0.25482,0.0985,0.20427,0.083818,0.33363,0.092735,0.5617,0.028371,8.6502,2.8834,1,1,0.10345,0.27586,0.37931
0.27101,0.32581,-0.020869,0.42431,2.8191,1.0008,-0.084155,1.4155,0.13412,0.525,0.45999,1.1436,0.55151,1.1436,0.55151,0.34532,-0.065521,0.67054,-0.003742,0.85052,0.06628,0.81793,0.035175,12.377,4.1257,1,1,0.13793,0.27586,0.37931
0.289,0.39032,-0.015669,0.48592,1.7929,1.5024,-0.21616,2.5418,0.017316,0.31491,0.50264,1.8125,1.1728,1.8125,1.1728,0.61137,-0.10141,0.87439,-0.099836,1.347,0.002099,1.1647,-0.01391,16.211,5.4036,1,1,0.17241,0.27586,0.37931
0.44729,0.53043,-0.00522,0.69386,0.79097,2.3393,-0.2176,3.4335,-0.17722,0.13527,0.43584,3.465,1.2727,3.465,1.2727,1.1788,-0.10957,1.1562,-0.12971,1.6307,-0.075577,1.4957,-0.087324,21.275,7.0916,1,1,0.2069,0.27586,0.37931
0.54101,0.56055,-0.000932,0.77905,0.65346,3.331,-0.2176,3.5276,-0.22324,0.11317,0.42344,4.8001,1.2727,4.8001,1.2727,1.6122,-0.10957,1.4597,-0.12971,1.7341,-0.11053,1.6384,-0.12848,25.719,8.5732,1,1,0.24138,0.27586,0.37931
0.55774,0.55698,-0.00261,0.78823,0.65346,3.5364,-0.2176,3.5276,-0.22324,0.11317,0.42344,5.0251,1.2727,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7341,-0.11053,1.6384,-0.12848,26.692,8.8975,1,1,0.27586,0.27586,0.37931
0.55774,0.55698,-0.00261,0.78823,0.65346,3.5364,-0.2176,3.5276,-0.22324,0.11317,0.42344,5.0251,1.2727,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7341,-0.11053,1.6384,-0.12848,26.692,8.8975,1,1,0.31034,0.27586,0.37931
0.55774,0.55698,-0.00261,0.78823,0.65346,3.5364,-0.2176,3.5276,-0.22324,0.11317,0.42344,5.0251,1.2727,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7341,-0.11053,1.6384,-0.12848,26.692,8.8975,1,1,0.34483,0.27586,0.37931
0.55774,0.55698,-0.00261,0.78823,0.65346,3.5364,-0.2176,3.5276,-0.22324,0.11317,0.42344,5.0251,1.2727,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7341,-0.11053,1.6384,-0.12848,26.692,8.8975,1,1,0.37931,0.27586,0.37931
0.55774,0.55698,-0.00261,0.78823,0.65346,3.5364,-0.2176,3.5276,-0.22324,0.11317,0.42344,5.0251,1.2727,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7341,-0.11053,1.6384,-0.12848,26.692,8.8975,1,1,0.41379,0.27586,0.37931
0.55774,0.55698,-0.00261,0.78823,0.65346,3.5364,-0.2176,3.5276,-0.22324,0.11317,0.42344,5.0251,1.2727,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7341,-0.11053,1.6384,-0.12848,26.692,8.8975,1,1,0.44828,0.27586,0.37931
0.55774,0.55698,-0.00261,0.78823,0.65346,3.5364,-0.2176,3.5276,-0.22324,0.11317,0.42344,5.0251,1.2727,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7341,-0.11053,1.6384,-0.12848,26.692,8.8975,1,1,0.48276,0.27586,0.37931
0.55774,0.55698,-0.00261,0.78823,0.65346,3.5364,-0.2176,3.5276,-0.22324,0.11317,0.42344,5.0251,1.2727,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7341,-0.11053,1.6384,-0.12848,26.692,8.8975,1,1,0.51724,0.27586,0.37931
0.55774,0.55698,-0.00261,0.78823,0.65346,3.5364,-0.2176,3.5276,-0.22324,0.11317,0.42344,5.0251,1.2727,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7341,-0.11053,1.6384,-0.12848,26.692,8.8975,1,1,0.55172,0.27586,0.37931
0.034447,0.14413,-0.052493,0.15721,1.2823,0.33727,-0.037372,0.41134,0.10688,0.26352,0.24315,0.14326,0.17339,0.14326,0.17339,-0.094628,0.086515,0.14265,0.13489,0.26574,0.051378,0.19909,0.067634,4.0936,1.3645,1,1,0.034483,0.31034,0.37931
-0,0,0,0,1.3159,0.21208,0.21208,0.21932,0.21932,0.37244,0.25132,0.085229,0.085229,0.085229,0.085229,-0.020689,0.097436,0.21856,0.10044,0.18622,0.18622,0.12566,0.12566,4.1629,1.3876,1,1,0,0.31034,0.37931
0.19364,0.33231,-0.019629,0.38512,1.7404,0.35103,0.25433,0.92097,0.081588,0.16521,0.25037,0.37209,-0.003851,0.37209,-0.003851,0.25921,0.16638,0.25498,0.072945,0.15712,0.053552,0.28511,0.051954,5.8016,1.9339,1,1,0.068966,0.31034,0.37931
0.34174,0.44568,-0.002173,0.56163,2.2844,0.81786,0.25639,1.0836,0.12047,0.34829,0.26861,0.98267,-0.07628,0.98267,-0.07628,0.25482,0.0985,0.20427,0.083818,0.33363,0.092735,0.5617,0.028371,8.6502,2.8834,1,1,0.10345,0.31034,0.37931
0.27101,0.32581,-0.020869,0.42431,2.8191,1.0008,-0.084155,1.4155,0.13412,0.525,0.45999,1.1436,0.55151,1.1436,0.55151,0.34532,-0.065521,0.67054,-0.003742,0.85052,0.06628,0.81793,0.035175,12.377,4.1257,1,1,0.13793,0.31034,0.37931
0.289,0.39032,-0.015669,0.48592,1.7929,1.5024,-0.21616,2.5418,0.017316,0.31491,0.50264,1.8125,1.1728,1.8125,1.1728,0.61137,-0.10141,0.87439,-0.099836,1.347,0.002099,1.1647,-0.01391,16.211,5.4036,1,1,0.17241,0.31034,0.37931
0.44729,0.53043,-0.00522,0.69386,0.79097,2.3393,-0.2176,3.4335,-0.17722,0.13527,0.43584,3.465,1.2727,3.465,1.2727,1.1788,-0.10957,1.1562,-0.12971,1.6307,-0.075577,1.4957,-0.087324,21.275,7.0916,1,1,0.2069,0.31034,0.37931
0.54101,0.56055,-0.000932,0.77905,0.65346,3.331,-0.2176,3.5276,-0.22324,0.11317,0.42344,4.8001,1.2727,4.8001,1.2727,1.6122,-0.10957,1.4597,-0.12971,1.7341,-0.11053,1.6384,-0.12848,25.719,8.5732,1,1,0.24138,0.31034,0.37931
0.55774,0.55698,-0.00261,0.78823,0.65346,3.5364,-0.2176,3.5276,-0.22324,0.11317,0.42344,5.0251,1.2727,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7341,-0.11053,1.6384,-0.12848,26.692,8.8975,1,1,0.27586,0.31034,0.37931
0.55774,0.55698,-0.00261,0.78823,0.65346,3.5364,-0.2176,3.5276,-0.22324,0.11317,0.42344,5.0251,1.2727,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7341,-0.11053,1.6384,-0.12848,26.692,8.8975,1,1,0.31034,0.31034,0.37931
0.55774,0.55698,-0.00261,0.78823,0.65346,3.5364,-0.2176,3.5276,-0.22324,0.11317,0.42344,5.0251,1.2727,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7341,-0.11053,1.6384,-0.12848,26.692,8.8975,1,1,0.34483,0.31034,0.37931
0.55774,0.55698,-0.00261,0.78823,0.65346,3.5364,-0.2176,3.5276,-0.22324,0.11317,0.42344,5.0251,1.2727,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7341,-0.11053,1.6384,-0.12848,26.692,8.8975,1,1,0.37931,0.31034,0.37931
0.55774,0.55698,-0.00261,0.78823,0.65346,3.5364,-0.2176,3.5276,-0.22324,0.11317,0.42344,5.0251,1.2727,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7341,-0.11053,1.6384,-0.12848,26.692,8.8975,1,1,0.41379,0.31034,0.37931
0.55774,0.55698,-0.00261,0.78823,0.65346,3.5364,-0.2176,3.5276,-0.22324,0.11317,0.42344,5.0251,1.2727,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7341,-0.11053,1.6384,-0.12848,26.692,8.8975,1,1,0.44828,0.31034,0.37931
0.55774,0.55698,-0.00261,0.78823,0.65346,3.5364,-0.2176,3.5276,-0.22324,0.11317,0.42344,5.0251,1.2727,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7341,-0.11053,1.6384,-0.12848,26.692,8.8975,1,1,0.48276,0.31034,0.37931
0.55774,0.55698,-0.00261,0.78823,0.65346,3.5364,-0.2176,3.5276,-0.22324,0.11317,0.42344,5.0251,1.2727,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7341,-0.11053,1.6384,-0.12848,26.692,8.8975,1,1,0.51724,0.31034,0.37931
0.55774,0.55698,-0.00261,0.78823,0.65346,3.5364,-0.2176,3.5276,-0.22324,0.11317,0.42344,5.0251,1.2727,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7341,-0.11053,1.6384,-0.12848,26.692,8.8975,1,1,0.55172,0.31034,0.37931
0.034447,0.14413,-0.052493,0.15721,1.2823,0.33727,-0.037372,0.41134,0.10688,0.26352,0.24315,0.14326,0.17339,0.14326,0.17339,-0.094628,0.086515,0.14265,0.13489,0.26574,0.051378,0.19909,0.067634,4.0936,1.3645,1,1,0.034483,0.34483,0.37931
-0,0,0,0,1.3159,0.21208,0.21208,0.21932,0.21932,0.37244,0.25132,0.085229,0.085229,0.085229,0.085229,-0.020689,0.097436,0.21856,0.10044,0.18622,0.18622,0.12566,0.12566,4.1629,1.3876,1,1,0,0.34483,0.37931
0.19364,0.33231,-0.019629,0.38512,1.7404,0.35103,0.25433,0.92097,0.081588,0.16521,0.25037,0.37209,-0.003851,0.37209,-0.003851,0.25921,0.16638,0.25498,0.072945,0.15712,0.053552,0.28511,0.051954,5.8016,1.9339,1,1,0.068966,0.34483,0.37931
0.34174,0.44568,-0.002173,0.56163,2.2844,0.81786,0.25639,1.0836,0.12047,0.34829,0.26861,0.98267,-0.07628,0.98267,-0.07628,0.25482,0.0985,0.20427,0.083818,0.33363,0.092735,0.5617,0.028371,8.6502,2.8834,1,1,0.10345,0.34483,0.37931
0.27101,0.32581,-0.020869,0.42431,2.8191,1.0008,-0.084155,1.4155,0.13412,0.525,0.45999,1.1436,0.55151,1.1436,0.55151,0.34532,-0.065521,0.67054,-0.003742,0.85052,0.06628,0.81793,0.035175,12.377,4.1257,1,1,0.13793,0.34483,0.37931
0.289,0.39032,-0.015669,0.48592,1.7929,1.5024,-0.21616,2.5418,0.017316,0.31491,0.50264,1.8125,1.1728,1.8125,1.1728,0.61137,-0.10141,0.87439,-0.099836,1.347,0.002099,1.1647,-0.01391,16.211,5.4036,1,1,0.17241,0.34483,0.37931
0.44729,0.53043,-0.00522,0.69386,0.79097,2.3393,-0.2176,3.4335,-0.17722,0.13527,0.43584,3.465,1.2727,3.465,1.2727,1.1788,-0.10957,1.1562,-0.12971,1.6307,-0.075577,1.4957,-0.087324,21.275,7.0916,1,1,0.2069,0.34483,0.37931
0.54101,0.56055,-0.000932,0.77905,0.65346,3.331,-0.2176,3.5276,-0.22324,0.11317,0.42344,4.8001,1.2727,4.8001,1.2727,1.6122,-0.10957,1.4597,-0.12971,1.7341,-0.11053,1.6384,-0.12848,25.719,8.5732,1,1,0.24138,0.34483,0.37931
0.55774,0.55698,-0.00261,0.78823,0.65346,3.5364,-0.2176,3.5276,-0.22324,0.11317,0.42344,5.0251,1.2727,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7341,-0.11053,1.6384,-0.12848,26.692,8.8975,1,1,0.27586,0.34483,0.37931
0.55774,0.55698,-0.00261,0.78823,0.65346,3.5364,-0.2176,3.5276,-0.22324,0.11317,0.42344,5.0251,1.2727,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7341,-0.11053,1.6384,-0.12848,26.692,8.8975,1,1,0.31034,0.34483,0.37931
0.55774,0.55698,-0.00261,0.78823,0.65346,3.5364,-0.2176,3.5276,-0.22324,0.11317,0.42344,5.0251,1.2727,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7341,-0.11053,1.6384,-0.12848,26.692,8.8975,1,1,0.34483,0.34483,0.37931
0.55774,0.55698,-0.00261,0.78823,0.65346,3.5364,-0.2176,3.5276,-0.22324,0.11317,0.42344,5.0251,1.2727,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7341,-0.11053,1.6384,-0.12848,26.692,8.8975,1,1,0.37931,0.34483,0.37931
0.55774,0.55698,-0.00261,0.78823,0.65346,3.5364,-0.2176,3.5276,-0.22324,0.11317,0.42344,5.0251,1.2727,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7341,-0.11053,1.6384,-0.12848,26.692,8.8975,1,1,0.41379,0.34483,0.37931
0.55774,0.55698,-0.00261,0.78823,0.65346,3.5364,-0.2176,3.5276,-0.22324,0.11317,0.42344,5.0251,1.2727,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7341,-0.11053,1.6384,-0.12848,26.692,8.8975,1,1,0.44828,0.34483,0.37931
0.55774,0.55698,-0.00261,0.78823,0.65346,3.5364,-0.2176,3.5276,-0.22324,0.11317,0.42344,5.0251,1.2727,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7341,-0.11053,1.6384,-0.12848,26.692,8.8975,1,1,0.48276,0.34483,0.37931
0.55774,0.55698,-0.00261,0.78823,0.65346,3.5364,-0.2176,3.5276,-0.22324,0.11317,0.42344,5.0251,1.2727,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7341,-0.11053,1.6384,-0.12848,26.692,8.8975,1,1,0.51724,0.34483,0.37931
0.55774,0.55698,-0.00261,0.78823,0.65346,3.5364,-0.2176,3.5276,-0.22324,0.11317,0.42344,5.0251,1.2727,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7341,-0.11053,1.6384,-0.12848,26.692,8.8975,1,1,0.55172,0.34483,0.37931
0.55774,0.55698,-0.00261,0.78823,0.65346,3.5364,-0.2176,3.5276,-0.22324,0.11317,0.42344,5.0251,1.2727,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7341,-0.11053,1.6384,-0.12848,26.692,8.8975,1,1,0.58621,0.34483,0.37931
0.034447,0.14413,-0.052493,0.15721,1.2823,0.33727,-0.037372,0.41134,0.10688,0.26352,0.24315,0.14326,0.17339,0.14326,0.17339,-0.094628,0.086515,0.14265,0.13489,0.26574,0.051378,0.19909,0.067634,4.0936,1.3645,1,1,0.034483,0.37931,0.37931
-0,0,0,0,1.3159,0.21208,0.21208,0.21932,0.21932,0.37244,0.25132,0.085229,0.085229,0.085229,0.085229,-0.020689,0.097436,0.21856,0.10044,0.18622,0.18622,0.12566,0.12566,4.1629,1.3876,1,1,0,0.37931,0.37931
0.19364,0.33231,-0.019629,0.38512,1.7404,0.35103,0.25433,0.92097,0.081588,0.16521,0.25037,0.37209,-0.003851,0.37209,-0.003851,0.25921,0.16638,0.25498,0.072945,0.15712,0.053552,0.28511,0.051954,5.8016,1.9339,1,1,0.068966,0.37931,0.37931
0.34174,0.44568,-0.002173,0.56163,2.2844,0.81786,0.25639,1.0836,0.12047,0.34829,0.26861,0.98267,-0.07628,0.98267,-0.07628,0.25482,0.0985,0.20427,0.083818,0.33363,0.092735,0.5617,0.028371,8.6502,2.8834,1,1,0.10345,0.37931,0.37931
0.27101,0.32581,-0.020869,0.42431,2.8191,1.0008,-0.084155,1.4155,0.13412,0.525,0.45999,1.1436,0.55151,1.1436,0.55151,0.34532,-0.065521,0.67054,-0.003742,0.85052,0.06628,0.81793,0.035175,12.377,4.1257,1,1,0.13793,0.37931,0.37931
0.289,0.39032,-0.015669,0.48592,1.7929,1.5024,-0.21616,2.5418,0.017316,0.31491,0.50264,1.8125,1.1728,1.8125,1.1728,0.61137,-0.10141,0.87439,-0.099836,1.347,0.002099,1.1647,-0.01391,16.211,5.4036,1,1,0.17241,0.37931,0.37931
0.44729,0.53043,-0.00522,0.69386,0.79097,2.3393,-0.2176,3.4335,-0.17722,0.13527,0.43584,3.465,1.2727,3.465,1.2727,1.1788,-0.10957,1.1562,-0.12971,1.6307,-0.075577,1.4957,-0.087324,21.275,7.0916,1,1,0.2069,0.37931,0.37931
0.54101,0.56055,-0.000932,0.77905,0.65346,3.331,-0.2176,3.5276,-0.22324,0.11317,0.42344,4.8001,1.2727,4.8001,1.2727,1.6122,-0.10957,1.4597,-0.12971,1.7341,-0.11053,1.6384,-0.12848,25.719,8.5732,1,1,0.24138,0.37931,0.37931
0.55774,0.55698,-0.00261,0.78823,0.65346,3.5364,-0.2176,3.5276,-0.22324,0.11317,0.42344,5.0251,1.2727,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7341,-0.11053,1.6384,-0.12848,26.692,8.8975,1,1,0.27586,0.37931,0.37931
0.55774,0.55698,-0.00261,0.78823,0.65346,3.5364,-0.2176,3.5276,-0.22324,0.11317,0.42344,5.0251,1.2727,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7341,-0.11053,1.6384,-0.12848,26.692,8.8975,1,1,0.31034,0.37931,0.37931
0.55774,0.55698,-0.00261,0.78823,0.65346,3.5364,-0.2176,3.5276,-0.22324,0.11317,0.42344,5.0251,1.2727,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7341,-0.11053,1.6384,-0.12848,26.692,8.8975,1,1,0.34483,0.37931,0.37931
0.55774,0.55698,-0.00261,0.78823,0.65346,3.5364,-0.2176,3.5276,-0.22324,0.11317,0.42344,5.0251,1.2727,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7341,-0.11053,1.6384,-0.12848,26.692,8.8975,1,1,0.37931,0.37931,0.37931
0.55774,0.55698,-0.00261,0.78823,0.65346,3.5364,-0.2176,3.5276,-0.22324,0.11317,0.42344,5.0251,1.2727,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7341,-0.11053,1.6384,-0.12848,26.692,8.8975,1,1,0.41379,0.37931,0.37931
0.55774,0.55698,-0.00261,0.78823,0.65346,3.5364,-0.2176,3.5276,-0.22324,0.11317,0.42344,5.0251,1.2727,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7341,-0.11053,1.6384,-0.12848,26.692,8.8975,1,1,0.44828,0.37931,0.37931
0.55774,0.55698,-0.00261,0.78823,0.65346,3.5364,-0.2176,3.5276,-0.22324,0.11317,0.42344,5.0251,1.2727,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7341,-0.11053,1.6384,-0.12848,26.692,8.8975,1,1,0.48276,0.37931,0.37931
0.55774,0.55698,-0.00261,0.78823,0.65346,3.5364,-0.2176,3.5276,-0.22324,0.11317,0.42344,5.0251,1.2727,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7341,-0.11053,1.6384,-0.12848,26.692,8.8975,1,1,0.51724,0.37931,0.37931
0.55774,0.55698,-0.00261,0.78823,0.65346,3.5364,-0.2176,3.5276,-0.22324,0.11317,0.42344,5.0251,1.2727,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7341,-0.11053,1.6384,-0.12848,26.692,8.8975,1,1,0.55172,0.37931,0.37931
0.55774,0.55698,-0.00261,0.78823,0.65346,3.5364,-0.2176,3.5276,-0.22324,0.11317,0.42344,5.0251,1.2727,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7341,-0.11053,1.6384,-0.12848,26.692,8.8975,1,1,0.58621,0.37931,0.37931
0.034447,0.14413,-0.052493,0.15721,1.2823,0.33727,-0.037372,0.41134,0.10688,0.26352,0.24315,0.14326,0.17339,0.14326,0.17339,-0.094628,0.086515,0.14265,0.13489,0.26574,0.051378,0.19909,0.067634,4.0936,1.3645,1,1,0.034483,0.41379,0.37931
-0,0,0,0,1.3159,0.21208,0.21208,0.21932,0.21932,0.37244,0.25132,0.085229,0.085229,0.085229,0.085229,-0.020689,0.097436,0.21856,0.10044,0.18622,0.18622,0.12566,0.12566,4.1629,1.3876,1,1,0,0.41379,0.37931
0.19364,0.33231,-0.019629,0.38512,1.7404,0.35103,0.25433,0.92097,0.081588,0.16521,0.25037,0.37209,-0.003851,0.37209,-0.003851,0.25921,0.16638,0.25498,0.072945,0.15712,0.053552,0.28511,0.051954,5.8016,1.9339,1,1,0.068966,0.41379,0.37931
0.34174,0.44568,-0.002173,0.56163,2.2844,0.81786,0.25639,1.0836,0.12047,0.34829,0.26861,0.98267,-0.07628,0.98267,-0.07628,0.25482,0.0985,0.20427,0.083818,0.33363,0.092735,0.5617,0.028371,8.6502,2.8834,1,1,0.10345,0.41379,0.37931
0.27101,0.32581,-0.020869,0.42431,2.8191,1.0008,-0.084155,1.4155,0.13412,0.525,0.45999,1.1436,0.55151,1.1436,0.55151,0.34532,-0.065521,0.67054,-0.003742,0.85052,0.06628,0.81793,0.035175,12.377,4.1257,1,1,0.13793,0.41379,0.37931
0.289,0.39032,-0.015669,0.48592,1.7929,1.5024,-0.21616,2.5418,0.017316,0.31491,0.50264,1.8125,1.1728,1.8125,1.1728,0.61137,-0.10141,0.87439,-0.099836,1.347,0.002099,1.1647,-0.01391,16.211,5.4036,1,1,0.17241,0.41379,0.37931
0.44729,0.53043,-0.00522,0.69386,0.79097,2.3393,-0.2176,3.4335,-0.17722,0.13527,0.43584,3.465,1.2727,3.465,1.2727,1.1788,-0.10957,1.1562,-0.12971,1.6307,-0.075577,1.4957,-0.087324,21.275,7.0916,1,1,0.2069,0.41379,0.37931
0.54101,0.56055,-0.000932,0.77905,0.65346,3.331,-0.2176,3.5276,-0.22324,0.11317,0.42344,4.8001,1.2727,4.8001,1.2727,1.6122,-0.10957,1.4597,-0.12971,1.7341,-0.11053,1.6384,-0.12848,25.719,8.5732,1,1,0.24138,0.41379,0.37931
0.55774,0.55698,-0.00261,0.78823,0.65346,3.5364,-0.2176,3.5276,-0.22324,0.11317,0.42344,5.0251,1.2727,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7341,-0.11053,1.6384,-0.12848,26.692,8.8975,1,1,0.27586,0.41379,0.37931
0.55774,0.55698,-0.00261,0.78823,0.65346,3.5364,-0.2176,3.5276,-0.22324,0.11317,0.42344,5.0251,1.2727,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7341,-0.11053,1.6384,-0.12848,26.692,8.8975,1,1,0.31034,0.41379,0.37931
0.55774,0.55698,-0.00261,0.78823,0.65346,3.5364,-0.2176,3.5276,-0.22324,0.11317,0.42344,5.0251,1.2727,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7341,-0.11053,1.6384,-0.12848,26.692,8.8975,1,1,0.34483,0.41379,0.37931
0.55774,0.55698,-0.00261,0.78823,0.65346,3.5364,-0.2176,3.5276,-0.22324,0.11317,0.42344,5.0251,1.2727,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7341,-0.11053,1.6384,-0.12848,26.692,8.8975,1,1,0.37931,0.41379,0.37931
0.55774,0.55698,-0.00261,0.78823,0.65346,3.5364,-0.2176,3.5276,-0.22324,0.11317,0.42344,5.0251,1.2727,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7341,-0.11053,1.6384,-0.12848,26.692,8.8975,1,1,0.41379,0.41379,0.37931
0.55774,0.55698,-0.00261,0.78823,0.65346,3.5364,-0.2176,3.5276,-0.22324,0.11317,0.42344,5.0251,1.2727,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7341,-0.11053,1.6384,-0.12848,26.692,8.8975,1,1,0.44828,0.41379,0.37931
0.55774,0.55698,-0.00261,0.78823,0.65346,3.5364,-0.2176,3.5276,-0.22324,0.11317,0.42344,5.0251,1.2727,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7341,-0.11053,1.6384,-0.12848,26.692,8.8975,1,1,0.48276,0.41379,0.37931
0.55774,0.55698,-0.00261,0.78823,0.65346,3.5364,-0.2176,3.5276,-0.22324,0.11317,0.42344,5.0251,1.2727,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7341,-0.11053,1.6384,-0.12848,26.692,8.8975,1,1,0.51724,0.41379,0.37931
0.55774,0.55698,-0.00261,0.78823,0.65346,3.5364,-0.2176,3.5276,-0.22324,0.11317,0.42344,5.0251,1.2727,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7341,-0.11053,1.6384,-0.12848,26.692,8.8975,1,1,0.55172,0.41379,0.37931
0.55774,0.55698,-0.00261,0.78823,0.65346,3.5364,-0.2176,3.5276,-0.22324,0.11317,0.42344,5.0251,1.2727,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7341,-0.11053,1.6384,-0.12848,26.692,8.8975,1,1,0.58621,0.41379,0.37931
0.034447,0.14413,-0.052493,0.15721,1.2823,0.33727,-0.037372,0.41134,0.10688,0.26352,0.24315,0.14326,0.17339,0.14326,0.17339,-0.094628,0.086515,0.14265,0.13489,0.26574,0.051378,0.19909,0.067634,4.0936,1.3645,1,1,0.034483,0.44828,0.37931
