"u","v","w","vel_mag","f00","f01","f02","f03","f04","f05","f06","f07","f08","f09","f10","f11","f12","f13","f14","f15","f16","f17","f18","rho","press","fluid","ThID","Points:0","Points:1","Points:2"
1.969,1.5089,0.018541,2.4807,-4.9857,2.872,0.035996,1.7275,-0.003764,-0.99841,-0.69321,0.22831,-1.5792,3.7115,0.65429,1.5754,0.020246,1.2246,-0.006251,0.78842,-0.00377,0.70314,0.054941,5.326,1.7753,1,1,0.34483,0.034483,0.37931
0.077598,0.096794,0,0.12406,4.4453,0.93587,0.5863,-0.2432,-0.78119,0.9774,0.65885,2.8042,4.2229,4.3655,2.0665,0.61647,0.38727,0.41587,0.26085,-0.41857,-0.3641,0.25621,-0.39331,20.799,6.933,1,1,0.37931,0,0.37931
1.969,1.5089,0.018541,2.4807,-4.9857,2.872,0.035996,1.7275,-0.003764,-0.99841,-0.69321,0.22831,-1.5792,3.7115,0.65429,1.5754,0.020246,1.2246,-0.006251,0.78842,-0.00377,0.70314,0.054941,5.326,1.7753,1,1,0.37931,0.034483,0.37931
0.077598,0.096794,0,0.12406,4.4453,0.93587,0.5863,-0.2432,-0.78119,0.9774,0.65885,2.8042,4.2229,4.3655,2.0665,0.61647,0.38727,0.41587,0.26085,-0.41857,-0.3641,0.25621,-0.39331,20.799,6.933,1,1,0.41379,0,0.37931
1.969,1.5089,0.018541,2.4807,-4.9857,2.872,0.035996,1.7275,-0.003764,-0.99841,-0.69321,0.22831,-1.5792,3.7115,0.65429,1.5754,0.020246,1.2246,-0.006251,0.78842,-0.00377,0.70314,0.054941,5.326,1.7753,1,1,0.41379,0.034483,0.37931
0.077598,0.096794,0,0.12406,4.4453,0.93587,0.5863,-0.2432,-0.78119,0.9774,0.65885,2.8042,4.2229,4.3655,2.0665,0.61647,0.38727,0.41587,0.26085,-0.41857,-0.3641,0.25621,-0.39331,20.799,6.933,1,1,0.44828,0,0.37931
1.969,1.5089,0.018541,2.4807,-4.9857,2.872,0.035996,1.7275,-0.003764,-0.99841,-0.69321,0.22831,-1.5792,3.7115,0.65429,1.5754,0.020246,1.2246,-0.006251,0.78842,-0.00377,0.70314,0.054941,5.326,1.7753,1,1,0.44828,0.034483,0.37931
-0.21909,0.00939,-0.10683,0.24392,1.624,0.32565,0.22035,0.24402,-0.062171,0.12687,0.26317,-0.14623,0.62306,0.20484,0.25045,-0.11192,0.23238,0.2221,0.26399,0.33983,0.004526,0.29855,0.07818,5.0016,1.6672,1,1,0.034483,0.068966,0.37931
-0,0.011061,-0,0.011061,1.6406,0.43313,0.43313,0.19286,0.10043,0.36345,0.30807,0.14259,0.35522,0.26683,0.0542,0.17041,0.16307,0.18238,0.18972,0.12775,0.1538,0.1468,0.15151,5.5759,1.8586,1,1,0,0.068966,0.37931
-0.096842,0.076883,-0.016642,0.12477,2.7969,0.16128,0.45685,0.40244,-0.077475,0.21763,0.36312,0.54284,1.3345,0.60832,0.053434,0.10372,0.33368,0.17965,0.19948,0.18972,-0.01324,0.19926,0.024407,8.0765,2.6922,1,1,0.068966,0.068966,0.37931
0.073088,0.1619,-0.001044,0.17764,3.5722,0.69514,0.44467,0.54154,-0.03714,0.52197,0.53382,1.3691,1.8722,1.2964,0.055131,0.15194,0.25851,0.21629,0.1876,0.36235,0.024549,0.37872,0.015911,12.461,4.1536,1,1,0.10345,0.068966,0.37931
0.10432,0.11581,-0.02018,0.15717,3.9965,1.0794,0.13622,0.80152,-0.010651,0.71761,0.67376,2.2286,2.8169,1.3293,0.74117,0.34575,0.10454,0.6776,0.10022,0.55243,-0.0075,0.59284,0.009156,16.885,5.6284,1,1,0.13793,0.068966,0.37931
0.17939,0.17655,-0.014107,0.25209,3.3815,1.5623,0.004817,1.339,-0.080484,0.61289,0.72031,3.1744,3.2318,2.0348,1.3916,0.65959,0.065485,0.94876,0.014389,0.79843,-0.066408,0.70946,-0.034195,20.468,6.8228,1,1,0.17241,0.068966,0.37931
0.33798,0.30085,-0.006874,0.45254,2.6696,2.33,-0.005139,1.64,-0.27939,0.47771,0.70444,4.8466,3.3061,3.5523,1.4969,1.2425,0.055299,1.1644,-0.01866,0.7883,-0.14591,0.83834,-0.10179,24.562,8.1872,1,1,0.2069,0.068966,0.37931
0.43271,0.35343,-0.000623,0.55871,2.5476,3.272,-0.005139,1.6859,-0.33016,0.4652,0.70038,5.9223,3.3061,4.8593,1.4969,1.6752,0.055299,1.4204,-0.01866,0.83278,-0.1851,0.9025,-0.14344,28.46,9.4865,1,1,0.24138,0.068966,0.37931
0.44968,0.35659,-0.002028,0.57391,2.5476,3.4541,-0.005139,1.6859,-0.33016,0.4652,0.70038,6.0994,3.3061,5.0851,1.4969,1.8008,0.055299,1.5877,-0.01866,0.83278,-0.1851,0.9025,-0.14344,29.337,9.7791,1,1,0.27586,0.068966,0.37931
0.44968,0.35659,-0.002028,0.57391,2.5476,3.4541,-0.005139,1.6859,-0.33016,0.4652,0.70038,6.0994,3.3061,5.0851,1.4969,1.8008,0.055299,1.5877,-0.01866,0.83278,-0.1851,0.9025,-0.14344,29.337,9.7791,1,1,0.31034,0.068966,0.37931
0.44968,0.35659,-0.002028,0.57391,2.5476,3.4541,-0.005139,1.6859,-0.33016,0.4652,0.70038,6.0994,3.3061,5.0851,1.4969,1.8008,0.055299,1.5877,-0.01866,0.83278,-0.1851,0.9025,-0.14344,29.337,9.7791,1,1,0.34483,0.068966,0.37931
0.44968,0.35659,-0.002028,0.57391,2.5476,3.4541,-0.005139,1.6859,-0.33016,0.4652,0.70038,6.0994,3.3061,5.0851,1.4969,1.8008,0.055299,1.5877,-0.01866,0.83278,-0.1851,0.9025,-0.14344,29.337,9.7791,1,1,0.37931,0.068966,0.37931
0.44968,0.35659,-0.002028,0.57391,2.5476,3.4541,-0.005139,1.6859,-0.33016,0.4652,0.70038,6.0994,3.3061,5.0851,1.4969,1.8008,0.055299,1.5877,-0.01866,0.83278,-0.1851,0.9025,-0.14344,29.337,9.7791,1,1,0.41379,0.068966,0.37931
0.44968,0.35659,-0.002028,0.57391,2.5476,3.4541,-0.005139,1.6859,-0.33016,0.4652,0.70038,6.0994,3.3061,5.0851,1.4969,1.8008,0.055299,1.5877,-0.01866,0.83278,-0.1851,0.9025,-0.14344,29.337,9.7791,1,1,0.44828,0.068966,0.37931
0.40144,0.36679,-0.084211,0.55026,0.94118,0.37861,-0.10257,0.41999,0.17385,0.16789,0.19285,0.39861,-0.48572,-0.007276,0.16361,-0.057842,0.024788,0.16962,0.084431,0.20038,0.090169,0.12684,0.10279,2.9822,0.99407,1,1,0.034483,0.10345,0.37931
0,0.049192,-0,0.049192,1.2145,0.12389,0.12389,0.39898,0.26219,0.31104,0.23537,0.083108,-0.13822,-0.094155,0.12718,-0.036094,0.038902,0.14942,0.074423,0.2417,0.22854,0.17772,0.14716,3.6695,1.2232,1,1,0,0.10345,0.37931
0.43663,0.54625,-0.026407,0.69981,1.1691,0.48655,0.15452,0.98912,0.15593,0.067415,0.21394,0.38525,-0.64863,0.31487,-0.017132,0.31452,0.10678,0.23557,0.068195,0.23254,0.095132,0.34053,0.083535,4.7478,1.5826,1,1,0.068966,0.10345,0.37931
0.51421,0.60147,-0.005452,0.79133,1.5923,0.91803,0.11424,1.2642,0.21243,0.20301,0.20248,0.35275,-0.77642,0.89908,-0.12396,0.30777,0.033597,0.28297,0.048276,0.44586,0.13421,0.58235,0.04511,6.7383,2.2461,1,1,0.10345,0.10345,0.37931
0.41014,0.48002,-0.032267,0.6322,1.7846,0.88858,-0.16693,1.4462,0.21443,0.30655,0.33372,0.62655,-0.41995,0.96535,0.43151,0.3524,-0.10026,0.61189,-0.023575,0.85842,0.091111,0.82909,0.050059,9.0797,3.0266,1,1,0.13793,0.10345,0.37931
0.40403,0.51586,-0.036134,0.65625,0.61425,1.4255,-0.25192,2.4027,0.074973,0.037572,0.39734,0.86127,0.038552,1.6576,1.0234,0.61017,-0.10894,0.85991,-0.10973,1.2759,0.015375,1.1135,0.00038,11.938,3.9792,1,1,0.17241,0.10345,0.37931
0.56429,0.65075,-0.015753,0.86148,-0.48528,2.1516,-0.24475,3.1718,-0.12106,-0.1722,0.32082,2.005,0.11753,3.2668,1.1184,1.1836,-0.11411,1.1241,-0.13773,1.5207,-0.066206,1.3747,-0.079103,15.935,5.3116,1,1,0.2069,0.10345,0.37931
0.65416,0.66219,-0.006584,0.93084,-0.63938,3.1128,-0.24475,3.2706,-0.16491,-0.20042,0.3061,3.1921,0.11753,4.5883,1.1184,1.6191,-0.11411,1.3954,-0.13773,1.6186,-0.099708,1.5119,-0.11972,20.13,6.71,1,1,0.24138,0.10345,0.37931
0.66966,0.65178,-0.008101,0.93452,-0.63938,3.3251,-0.24475,3.2706,-0.16491,-0.20042,0.3061,3.3785,0.11753,4.8081,1.1184,1.7632,-0.11411,1.5776,-0.13773,1.6186,-0.099708,1.5119,-0.11972,21.075,7.025,1,1,0.27586,0.10345,0.37931
0.66966,0.65178,-0.008101,0.93452,-0.63938,3.3251,-0.24475,3.2706,-0.16491,-0.20042,0.3061,3.3785,0.11753,4.8081,1.1184,1.7632,-0.11411,1.5776,-0.13773,1.6186,-0.099708,1.5119,-0.11972,21.075,7.025,1,1,0.31034,0.10345,0.37931
0.66966,0.65178,-0.008101,0.93452,-0.63938,3.3251,-0.24475,3.2706,-0.16491,-0.20042,0.3061,3.3785,0.11753,4.8081,1.1184,1.7632,-0.11411,1.5776,-0.13773,1.6186,-0.099708,1.5119,-0.11972,21.075,7.025,1,1,0.34483,0.10345,0.37931
0.66966,0.65178,-0.008101,0.93452,-0.63938,3.3251,-0.24475,3.2706,-0.16491,-0.20042,0.3061,3.3785,0.11753,4.8081,1.1184,1.7632,-0.11411,1.5776,-0.13773,1.6186,-0.099708,1.5119,-0.11972,21.075,7.025,1,1,0.37931,0.10345,0.37931
0.66966,0.65178,-0.008101,0.93452,-0.63938,3.3251,-0.24475,3.2706,-0.16491,-0.20042,0.3061,3.3785,0.11753,4.8081,1.1184,1.7632,-0.11411,1.5776,-0.13773,1.6186,-0.099708,1.5119,-0.11972,21.075,7.025,1,1,0.41379,0.10345,0.37931
0.66966,0.65178,-0.008101,0.93452,-0.63938,3.3251,-0.24475,3.2706,-0.16491,-0.20042,0.3061,3.3785,0.11753,4.8081,1.1184,1.7632,-0.11411,1.5776,-0.13773,1.6186,-0.099708,1.5119,-0.11972,21.075,7.025,1,1,0.44828,0.10345,0.37931
0.66966,0.65178,-0.008101,0.93452,-0.63938,3.3251,-0.24475,3.2706,-0.16491,-0.20042,0.3061,3.3785,0.11753,4.8081,1.1184,1.7632,-0.11411,1.5776,-0.13773,1.6186,-0.099708,1.5119,-0.11972,21.075,7.025,1,1,0.48276,0.10345,0.37931
-0.067333,0.081428,-0.022777,0.10809,1.6962,0.38243,0.039881,0.3761,0.10058,0.30219,0.2439,0.12959,0.51254,0.12639,0.17706,-0.059518,0.13688,0.098371,0.16232,0.35406,0.046079,0.33453,0.05944,5.219,1.7397,1,1,0.034483,0.13793,0.37931
0,-0.020636,0,0.020636,1.5337,0.30659,0.30659,0.1478,0.19546,0.35466,0.25507,0.10208,0.31352,0.29393,0.082494,0.03955,0.13002,0.22424,0.13377,0.13709,0.18344,0.11155,0.12013,4.9717,1.6572,1,1,0,0.13793,0.37931
0.091177,0.25906,-0.004223,0.27467,2.3046,0.33289,0.34475,0.89667,0.066087,0.24234,0.27405,0.54779,0.3963,0.32448,-0.000804,0.25402,0.21799,0.26144,0.092749,0.28804,0.047904,0.40409,0.04897,7.3443,2.4481,1,1,0.068966,0.13793,0.37931
0.26306,0.34998,0.004494,0.43784,2.7605,0.79312,0.34303,0.83832,0.10104,0.44327,0.2888,1.3137,0.43097,0.99744,-0.066667,0.28632,0.14153,0.19106,0.10171,0.31124,0.085406,0.61589,0.025334,10.002,3.334,1,1,0.10345,0.13793,0.37931
0.22106,0.26274,-0.016608,0.34376,3.4485,0.98292,-0.015959,1.1684,0.11747,0.65233,0.50045,1.5879,1.1252,1.1595,0.57049,0.37973,-0.028516,0.68261,0.017095,0.81805,0.055552,0.87997,0.031761,14.134,4.7112,1,1,0.13793,0.13793,0.37931
0.25224,0.32189,-0.011352,0.4091,2.5786,1.533,-0.16849,2.1661,0.00568,0.46467,0.54017,2.2578,1.7756,1.8266,1.1932,0.67907,-0.076481,0.907,-0.081515,1.2999,-0.012679,1.213,-0.018895,18.082,6.0274,1,1,0.17241,0.13793,0.37931
0.41113,0.46315,-0.002063,0.61931,1.6385,2.3876,-0.17361,2.9835,-0.18801,0.28851,0.47408,4.053,1.881,3.4674,1.2931,1.2598,-0.085743,1.1837,-0.1111,1.5453,-0.091357,1.5097,-0.091949,23.223,7.7412,1,1,0.2069,0.13793,0.37931
0.50441,0.50123,0.001603,0.71111,1.5115,3.3749,-0.17361,3.0703,-0.23437,0.26882,0.46497,5.4028,1.881,4.7924,1.2931,1.7079,-0.085743,1.4968,-0.1111,1.6476,-0.12661,1.65,-0.13309,27.698,9.2325,1,1,0.24138,0.13793,0.37931
0.52122,0.50018,-4.7e-05,0.72239,1.5115,3.5762,-0.17361,3.0703,-0.23437,0.26882,0.46497,5.6361,1.881,5.016,1.2931,1.8419,-0.085743,1.6766,-0.1111,1.6476,-0.12661,1.65,-0.13309,28.67,9.5566,1,1,0.27586,0.13793,0.37931
0.52122,0.50018,-4.7e-05,0.72239,1.5115,3.5762,-0.17361,3.0703,-0.23437,0.26882,0.46497,5.6361,1.881,5.016,1.2931,1.8419,-0.085743,1.6766,-0.1111,1.6476,-0.12661,1.65,-0.13309,28.67,9.5566,1,1,0.31034,0.13793,0.37931
0.52122,0.50018,-4.7e-05,0.72239,1.5115,3.5762,-0.17361,3.0703,-0.23437,0.26882,0.46497,5.6361,1.881,5.016,1.2931,1.8419,-0.085743,1.6766,-0.1111,1.6476,-0.12661,1.65,-0.13309,28.67,9.5566,1,1,0.34483,0.13793,0.37931
0.52122,0.50018,-4.7e-05,0.72239,1.5115,3.5762,-0.17361,3.0703,-0.23437,0.26882,0.46497,5.6361,1.881,5.016,1.2931,1.8419,-0.085743,1.6766,-0.1111,1.6476,-0.12661,1.65,-0.13309,28.67,9.5566,1,1,0.37931,0.13793,0.37931
0.52122,0.50018,-4.7e-05,0.72239,1.5115,3.5762,-0.17361,3.0703,-0.23437,0.26882,0.46497,5.6361,1.881,5.016,1.2931,1.8419,-0.085743,1.6766,-0.1111,1.6476,-0.12661,1.65,-0.13309,28.67,9.5566,1,1,0.41379,0.13793,0.37931
0.52122,0.50018,-4.7e-05,0.72239,1.5115,3.5762,-0.17361,3.0703,-0.23437,0.26882,0.46497,5.6361,1.881,5.016,1.2931,1.8419,-0.085743,1.6766,-0.1111,1.6476,-0.12661,1.65,-0.13309,28.67,9.5566,1,1,0.44828,0.13793,0.37931
0.52122,0.50018,-4.7e-05,0.72239,1.5115,3.5762,-0.17361,3.0703,-0.23437,0.26882,0.46497,5.6361,1.881,5.016,1.2931,1.8419,-0.085743,1.6766,-0.1111,1.6476,-0.12661,1.65,-0.13309,28.67,9.5566,1,1,0.48276,0.13793,0.37931
0.11424,0.26536,-0.059642,0.295,1.1578,0.33246,-0.056542,0.55493,0.10499,0.24751,0.22751,0.16434,-0.081736,0.1463,0.17224,-0.10717,0.079295,0.13705,0.12891,0.25517,0.050963,0.19184,0.065385,3.7713,1.2571,1,1,0.034483,0.17241,0.37931
0,0.0351,0,0.0351,1.2916,0.20412,0.20412,0.28483,0.21755,0.35006,0.24141,0.035221,-0.091425,-0.040449,0.086198,0.000285,0.092618,0.18449,0.09216,0.20092,0.18445,0.1808,0.12947,3.8485,1.2828,1,1,0,0.17241,0.37931
0.25148,0.40743,-0.009912,0.4789,1.6056,0.31242,0.22872,0.9843,0.082829,0.18574,0.23203,0.2552,-0.29669,0.36183,-0.00385,0.30299,0.15769,0.24289,0.068497,0.1341,0.054592,0.29266,0.051091,5.2526,1.7509,1,1,0.068966,0.17241,0.37931
0.39577,0.51237,0.002634,0.64743,2.1248,0.82167,0.23187,1.1775,0.11959,0.36575,0.24567,0.81714,-0.42069,0.975,-0.077197,0.28442,0.088408,0.18153,0.082236,0.30526,0.093209,0.5785,0.027977,8.0226,2.6742,1,1,0.10345,0.17241,0.37931
0.30183,0.37262,-0.017248,0.47984,2.6303,0.99568,-0.10191,1.5979,0.13479,0.53941,0.45171,0.81859,0.13446,1.1444,0.54928,0.39001,-0.081292,0.66596,-0.008015,0.86786,0.066287,0.83912,0.034779,11.669,3.8898,1,1,0.13793,0.17241,0.37931
0.31363,0.42956,-0.013427,0.53204,1.5793,1.4778,-0.2272,2.7153,0.019427,0.32238,0.48983,1.4535,0.72631,1.8088,1.1698,0.64464,-0.11858,0.8637,-0.10432,1.3412,0.002311,1.1625,-0.014155,15.313,5.1042,1,1,0.17241,0.17241,0.37931
0.46919,0.56469,-0.002368,0.73418,0.57977,2.304,-0.22739,3.6296,-0.17442,0.14159,0.42555,2.9986,0.82136,3.4586,1.2696,1.2255,-0.12703,1.1513,-0.13428,1.643,-0.07526,1.5007,-0.087248,20.324,6.7745,1,1,0.2069,0.17241,0.37931
0.56185,0.58931,0.001836,0.81423,0.44245,3.2862,-0.22739,3.7252,-0.22036,0.1194,0.41348,4.2984,0.82136,4.7918,1.2696,1.6624,-0.12703,1.4535,-0.13428,1.7453,-0.11019,1.6402,-0.12836,24.722,8.2406,1,1,0.24138,0.17241,0.37931
0.5784,0.58442,5.3e-05,0.82225,0.44245,3.4914,-0.22739,3.7252,-0.22036,0.1194,0.41348,4.5195,0.82136,5.0167,1.2696,1.7999,-0.12703,1.6349,-0.13428,1.7453,-0.11019,1.6402,-0.12836,25.692,8.5639,1,1,0.27586,0.17241,0.37931
0.5784,0.58442,5.3e-05,0.82225,0.44245,3.4914,-0.22739,3.7252,-0.22036,0.1194,0.41348,4.5195,0.82136,5.0167,1.2696,1.7999,-0.12703,1.6349,-0.13428,1.7453,-0.11019,1.6402,-0.12836,25.692,8.5639,1,1,0.31034,0.17241,0.37931
0.5784,0.58442,5.3e-05,0.82225,0.44245,3.4914,-0.22739,3.7252,-0.22036,0.1194,0.41348,4.5195,0.82136,5.0167,1.2696,1.7999,-0.12703,1.6349,-0.13428,1.7453,-0.11019,1.6402,-0.12836,25.692,8.5639,1,1,0.34483,0.17241,0.37931
0.5784,0.58442,5.3e-05,0.82225,0.44245,3.4914,-0.22739,3.7252,-0.22036,0.1194,0.41348,4.5195,0.82136,5.0167,1.2696,1.7999,-0.12703,1.6349,-0.13428,1.7453,-0.11019,1.6402,-0.12836,25.692,8.5639,1,1,0.37931,0.17241,0.37931
0.5784,0.58442,5.3e-05,0.82225,0.44245,3.4914,-0.22739,3.7252,-0.22036,0.1194,0.41348,4.5195,0.82136,5.0167,1.2696,1.7999,-0.12703,1.6349,-0.13428,1.7453,-0.11019,1.6402,-0.12836,25.692,8.5639,1,1,0.41379,0.17241,0.37931
0.5784,0.58442,5.3e-05,0.82225,0.44245,3.4914,-0.22739,3.7252,-0.22036,0.1194,0.41348,4.5195,0.82136,5.0167,1.2696,1.7999,-0.12703,1.6349,-0.13428,1.7453,-0.11019,1.6402,-0.12836,25.692,8.5639,1,1,0.44828,0.17241,0.37931
0.5784,0.58442,5.3e-05,0.82225,0.44245,3.4914,-0.22739,3.7252,-0.22036,0.1194,0.41348,4.5195,0.82136,5.0167,1.2696,1.7999,-0.12703,1.6349,-0.13428,1.7453,-0.11019,1.6402,-0.12836,25.692,8.5639,1,1,0.48276,0.17241,0.37931
0.5784,0.58442,5.3e-05,0.82225,0.44245,3.4914,-0.22739,3.7252,-0.22036,0.1194,0.41348,4.5195,0.82136,5.0167,1.2696,1.7999,-0.12703,1.6349,-0.13428,1.7453,-0.11019,1.6402,-0.12836,25.692,8.5639,1,1,0.51724,0.17241,0.37931
0.028604,0.14065,-0.065045,0.15758,1.2793,0.33661,-0.033756,0.408,0.10688,0.26049,0.24027,0.1909,0.24617,0.14326,0.17339,-0.059948,0.088746,0.11961,0.13418,0.223,0.051378,0.27873,0.067634,4.2549,1.4183,1,1,0.034483,0.2069,0.37931
0,0.004289,-0,0.004289,1.3119,0.22185,0.22185,0.2153,0.21932,0.37147,0.24626,0.077526,0.12929,0.13699,0.085229,-0.026347,0.096633,0.22392,0.10094,0.20153,0.18622,0.13272,0.12566,4.2783,1.4261,1,1,0,0.2069,0.37931
0.17392,0.32299,-0.023671,0.36761,1.7479,0.33232,0.25512,0.95737,0.081588,0.16484,0.24497,0.40467,0.087913,0.37209,-0.003851,0.25666,0.16816,0.25088,0.072539,0.14923,0.053552,0.31319,0.051954,5.9611,1.987,1,1,0.068966,0.2069,0.37931
0.32459,0.43641,-0.003617,0.5439,2.2828,0.80521,0.25734,1.1159,0.12047,0.3488,0.26755,1.0367,0.034041,0.98267,-0.07628,0.24828,0.099126,0.19878,0.083503,0.34266,0.092735,0.58542,0.028371,8.8541,2.9514,1,1,0.10345,0.2069,0.37931
0.26169,0.32067,-0.021655,0.41447,2.8199,0.9944,-0.084437,1.439,0.13412,0.52734,0.45863,1.2234,0.67131,1.1436,0.55151,0.34072,-0.065642,0.6683,-0.004322,0.85722,0.06628,0.84139,0.035175,12.618,4.206,1,1,0.13793,0.2069,0.37931
0.28288,0.38622,-0.016099,0.47901,1.7974,1.4937,-0.21716,2.5494,0.017316,0.31807,0.50192,1.9222,1.294,1.8125,1.1728,0.61047,-0.1021,0.87131,-0.10055,1.3599,0.002099,1.195,-0.01391,16.484,5.4948,1,1,0.17241,0.2069,0.37931
0.44122,0.5255,-0.005874,0.68619,0.7991,2.3276,-0.21874,3.4274,-0.17722,0.13871,0.43539,3.5915,1.394,3.465,1.2727,1.1766,-0.11035,1.1532,-0.13049,1.6402,-0.075577,1.5253,-0.087324,21.547,7.1823,1,1,0.2069,0.2069,0.37931
0.53523,0.55636,-0.001496,0.77202,0.6621,3.3174,-0.21874,3.5195,-0.22324,0.11667,0.42307,4.9393,1.394,4.8001,1.2727,1.6098,-0.11035,1.4561,-0.13049,1.7432,-0.11053,1.6675,-0.12848,25.999,8.6665,1,1,0.24138,0.2069,0.37931
0.552,0.553,-0.00313,0.78136,0.6621,3.5226,-0.21874,3.5195,-0.22324,0.11667,0.42307,5.1653,1.394,5.0251,1.2727,1.7458,-0.11035,1.6375,-0.13049,1.7432,-0.11053,1.6675,-0.12848,26.973,8.991,1,1,0.27586,0.2069,0.37931
0.552,0.553,-0.00313,0.78136,0.6621,3.5226,-0.21874,3.5195,-0.22324,0.11667,0.42307,5.1653,1.394,5.0251,1.2727,1.7458,-0.11035,1.6375,-0.13049,1.7432,-0.11053,1.6675,-0.12848,26.973,8.991,1,1,0.31034,0.2069,0.37931
0.552,0.553,-0.00313,0.78136,0.6621,3.5226,-0.21874,3.5195,-0.22324,0.11667,0.42307,5.1653,1.394,5.0251,1.2727,1.7458,-0.11035,1.6375,-0.13049,1.7432,-0.11053,1.6675,-0.12848,26.973,8.991,1,1,0.34483,0.2069,0.37931
0.552,0.553,-0.00313,0.78136,0.6621,3.5226,-0.21874,3.5195,-0.22324,0.11667,0.42307,5.1653,1.394,5.0251,1.2727,1.7458,-0.11035,1.6375,-0.13049,1.7432,-0.11053,1.6675,-0.12848,26.973,8.991,1,1,0.37931,0.2069,0.37931
0.552,0.553,-0.00313,0.78136,0.6621,3.5226,-0.21874,3.5195,-0.22324,0.11667,0.42307,5.1653,1.394,5.0251,1.2727,1.7458,-0.11035,1.6375,-0.13049,1.7432,-0.11053,1.6675,-0.12848,26.973,8.991,1,1,0.41379,0.2069,0.37931
0.552,0.553,-0.00313,0.78136,0.6621,3.5226,-0.21874,3.5195,-0.22324,0.11667,0.42307,5.1653,1.394,5.0251,1.2727,1.7458,-0.11035,1.6375,-0.13049,1.7432,-0.11053,1.6675,-0.12848,26.973,8.991,1,1,0.44828,0.2069,0.37931
0.552,0.553,-0.00313,0.78136,0.6621,3.5226,-0.21874,3.5195,-0.22324,0.11667,0.42307,5.1653,1.394,5.0251,1.2727,1.7458,-0.11035,1.6375,-0.13049,1.7432,-0.11053,1.6675,-0.12848,26.973,8.991,1,1,0.48276,0.2069,0.37931
0.552,0.553,-0.00313,0.78136,0.6621,3.5226,-0.21874,3.5195,-0.22324,0.11667,0.42307,5.1653,1.394,5.0251,1.2727,1.7458,-0.11035,1.6375,-0.13049,1.7432,-0.11053,1.6675,-0.12848,26.973,8.991,1,1,0.51724,0.2069,0.37931
0.034299,0.14028,-0.049347,0.15261,1.2823,0.33727,-0.037372,0.37108,0.10688,0.26352,0.24315,0.14505,0.17619,0.14326,0.17339,-0.094628,0.086515,0.14265,0.13489,0.28439,0.051378,0.20426,0.067634,4.0818,1.3606,1,1,0.034483,0.24138,0.37931
-0,0.00115,0,0.00115,1.3159,0.21208,0.21208,0.23534,0.21932,0.37244,0.25132,0.082825,0.092119,0.094523,0.085229,0.01722,0.097436,0.18065,0.10044,0.14271,0.18622,0.15796,0.12566,4.1815,1.3938,1,1,0,0.24138,0.37931
0.19848,0.33168,-0.020601,0.38708,1.7404,0.35103,0.25433,0.88394,0.081588,0.16521,0.25037,0.4079,0.001702,0.37209,-0.003851,0.25921,0.16638,0.25498,0.072945,0.15755,0.053552,0.29141,0.051954,5.8127,1.9376,1,1,0.068966,0.24138,0.37931
0.34351,0.44491,-0.002106,0.56209,2.2844,0.81786,0.25639,1.0501,0.12047,0.34829,0.26861,1.0019,-0.072673,0.98267,-0.07628,0.25482,0.0985,0.20427,0.083818,0.33978,0.092735,0.56728,0.028371,8.6512,2.8837,1,1,0.10345,0.24138,0.37931
0.27213,0.32553,-0.020135,0.42477,2.8191,1.0008,-0.084155,1.3814,0.13412,0.525,0.45999,1.1602,0.5538,1.1436,0.55151,0.34532,-0.065521,0.67054,-0.003742,0.86351,0.06628,0.82187,0.035175,12.379,4.1263,1,1,0.13793,0.24138,0.37931
0.28983,0.39006,-0.015164,0.48619,1.7929,1.5024,-0.21616,2.5068,0.017316,0.31491,0.50264,1.8269,1.1743,1.8125,1.1728,0.61137,-0.10141,0.87439,-0.099836,1.3597,0.002099,1.1692,-0.01391,16.209,5.4029,1,1,0.17241,0.24138,0.37931
0.44795,0.53023,-0.004809,0.69414,0.79097,2.3393,-0.2176,3.3981,-0.17722,0.13527,0.43584,3.4793,1.2741,3.465,1.2727,1.1788,-0.10957,1.1562,-0.12971,1.6436,-0.075577,1.4998,-0.087324,21.272,7.0907,1,1,0.2069,0.24138,0.37931
0.54156,0.56039,-0.000589,0.77931,0.65346,3.331,-0.2176,3.4922,-0.22324,0.11317,0.42344,4.814,1.2741,4.8001,1.2727,1.6122,-0.10957,1.4597,-0.12971,1.7471,-0.11053,1.6425,-0.12848,25.717,8.5722,1,1,0.24138,0.24138,0.37931
0.55827,0.55682,-0.002279,0.78849,0.65346,3.5364,-0.2176,3.4922,-0.22324,0.11317,0.42344,5.039,1.2741,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7471,-0.11053,1.6425,-0.12848,26.69,8.8965,1,1,0.27586,0.24138,0.37931
0.55827,0.55682,-0.002279,0.78849,0.65346,3.5364,-0.2176,3.4922,-0.22324,0.11317,0.42344,5.039,1.2741,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7471,-0.11053,1.6425,-0.12848,26.69,8.8965,1,1,0.31034,0.24138,0.37931
0.55827,0.55682,-0.002279,0.78849,0.65346,3.5364,-0.2176,3.4922,-0.22324,0.11317,0.42344,5.039,1.2741,5.0251,1.2727,1.7481,-0.10957,1.6413,-0.12971,1.7471,-0.11053,1.6425,-0.12848,26.69,8.8965,1,1,0.34483,0.24138,0.37931
